,ID_NIL,NIL,Pop (2019),Area MQ,Density ,Density,SumDensity,Density1
47,71,VILLAPIZZONE,41785,1135239.318,27.16858486,0.036807217066454706,0.04221425947924036,0.036807217066454706
48,77,BOVISA,14032,1913132.632,136.34069499999998,0.007334567277403483,0.008412027610162359,0.007334567277403483
49,79,DERGANO,23436,1358615.0359999998,57.97128502,0.017249919498167548,0.019783961834900887,0.017249919498167548
50,84,PARCO NORD,100,4971969.501,49719.69501,2.011275410677544e-05,2.306735168737809e-05,2.011275410677544e-05
51,15,BICOCCA,8751,1534521.1330000001,175.3538033,0.005702756261747748,0.006540500797591818,0.005702756261747748
52,54,MUGGIANO,3109,444218.4218,142.881448,0.006998809251093512,0.008026946162160022,0.006998809251093512
53,67,PORTELLO,8533,909636.5985,106.602203,0.009380669174999119,0.010758705335623658,0.009380669174999119
54,59,TRE TORRI,2202,513316.3361,233.1136858,0.004289752429720111,0.004919924313836453,0.004289752429720111
55,8,PARCO SEMPIONE,2,2639289.2090000003,1319644.605,7.57779781457819e-07,8.69098912444989e-07,7.57779781457819e-07
56,3,GIARDINI PORTA VENEZIA,40,249646.8331,6241.170828,0.00016022634656846365,0.00018376386775560466,0.00016022634656846365
57,50,TORTONA,15193,996786.3885,65.60826621,0.015241981808021048,0.017481054703482834,0.015241981808021048
58,44,NAVIGLI,17388,1483927.871,85.34206759,0.011717550657150504,0.013438878658199507,0.011717550657150504
59,26,XXII MARZO,32084,1637499.709,51.03789143,0.019593285924669437,0.02247157275111568,0.019593285924669437
60,21,BUENOS AIRES - VENEZIA,62755,2877542.2739999997,45.85359372,0.021808541465062767,0.02501225307547024,0.021808541465062767
61,39,QUINTOSOLE,923,1057528.773,1145.75165,0.0008727894914685219,0.0010010037432899373,0.0008727894914685219
62,40,RONCHETTO DELLE RANE,738,2406775.203,3261.213012,0.00030663437078797256,0.00035167947824814674,0.00030663437078797256
63,34,CHIARAVALLE,1056,311640.1168,295.11374700000005,0.0033885239514195946,0.0038863038484703814,0.0033885239514195946
64,85,PARCO DELLE ABBAZIE,441,470434.3295,1066.7445109999999,0.0009374315868247026,0.001075141871736888,0.0009374315868247026
65,33,ROGOREDO,10294,1200161.644,116.5884636,0.00857717795887168,0.009837179901477023,0.00857717795887168
66,30,MECENATE,19521,3821389.966,195.7579,0.005108350671793228,0.005858776021579895,0.005108350671793228
67,38,RIPAMONTI,15002,1853233.4980000001,123.53242890000001,0.00809504038006548,0.009284215497249707,0.00809504038006548
68,16,VIALE MONZA,29803,3427070.595,114.99079270000001,0.008696348433405995,0.009973856720188226,0.008696348433405995
69,10,CENTRALE,19649,1556077.5219999999,79.19372598,0.012627262923729838,0.014482229194685118,0.012627262923729838
70,13,GRECO,15956,1768669.427,110.84666750000001,0.009021471031511193,0.010346740377602416,0.009021471031511193
71,20,LORETO,46180,1747565.534,37.84247583,0.026425332327479973,0.03030725832065321,0.026425332327479973
72,24,PARCO FORLANINI - ORTICA,2717,3617836.273,1331.555492,0.0007510013707024381,0.0008613247416901642,0.0007510013707024381
73,12,MACIACHINI - MAGGIOLINA,26350,1674980.951,63.56663952,0.015731522190905203,0.018042509396222223,0.015731522190905203
74,11,ISOLA,23439,1322966.345,56.44295168,0.017717003980173056,0.020319661816958955,0.017717003980173056
75,69,SARPI,31289,1811914.533,57.90899464,0.01726847455006312,0.019805242655288807,0.01726847455006312
76,58,DE ANGELI - MONTE ROSA,21523,1323078.544,61.47277534,0.016267363791518035,0.018657067033850772,0.016267363791518035
77,51,WASHINGTON,27073,1306450.758,48.2565936,0.020722556770103692,0.023766735392872405,0.020722556770103692
78,52,BANDE NERE,44546,2663880.925,59.80067627,0.016722218918249886,0.01917874114767072,0.016722218918249886
79,56,FORZE ARMATE,24454,3206902.395,131.1401977,0.007625426965949177,0.008745615078678397,0.007625426965949177
80,88,PARCO BOSCO IN CITTA,587,7837668.609,13352.075990000001,7.489472052007244e-05,8.589688158035077e-05,7.489472052007244e-05
81,27,PORTA ROMANA,16824,1002793.532,59.60494127,0.016777132543371848,0.019241721677159238,0.016777132543371848
82,5,VIGENTINA,13816,3005623.4869999997,217.5465755,0.0045967168075966,0.005271982277772324,0.0045967168075966
83,6,TICINESE,19903,1255064.748,63.05907392,0.015858145989452968,0.018187734444844932,0.015858145989452968
84,47,CANTALUPA,512,926716.8059,1809.993762,0.0005524880920906153,0.0006336495268467236,0.0005524880920906153
85,86,PARCO DEI NAVIGLI,299,1533639.3930000002,5129.22874,0.0001949610849621675,0.00022360119794136602,0.0001949610849621675
86,68,PAGANO,17779,1289734.294,72.54256675,0.013785009891347434,0.01581005114911522,0.013785009891347434
87,9,GARIBALDI REPUBBLICA,5806,785668.2501,135.32005690000003,0.007389887524742169,0.00847547449535867,0.007389887524742169
